id,end_date,instrument,outside_time,outside_plan,heard_of_SLE,heard_of_SLE_SM,heard_of_SLE_museum_ad,heard_of_SLE_website,heard_of_SLE_story,heard_of_SLE_tv,heard_of_SLE_BB,heard_of_SLE_online_ad,heard_of_SLE_other,weather_factor,aware_of_evening,attend_evening,SLE_primary_reason,group_interest,museum_app,museum_app_download_app,museum_app_not_download_app,museum_app_other,current_member,ticket_purchase_time,two_day_ticket,member_for_SLE,recommend,return,age_group1,age_group2,age_group3,age_group4,adults_age,adults_num,children_num,children_age_group1,children_age_group2,children_age_group3,children_age_group4,children_age_group5,no_children,0,preschool,live_IN_county,live_outside_IN
101,2018-06-08 11:45:29,May.June,Less than 30 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,Basketball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
102,2018-06-02 14:29:02,May.June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",basketball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
103,2018-06-02 14:27:04,May.June,30 to 60 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,Justin Jamal Anderson,Partially,N/A,N/A,No,Football,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,I will/have become a museum member as a result of the Sports Legends Experience.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,,,6-8 years old,9-12 years old,,,2,0,"Marion County, Indiana",0
104,2018-06-02 14:23:10,May.June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,The entire museum,N/A,N/A,N/A,N/A,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,,,9-12 years old,,,3,1,Another state or country (please specify),"Cincinnati, oh"
105,2018-06-02 14:22:15,May.June,Less than 30 minutes,No,Family/Friends,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,Fun,N/A,N/A,N/A,N/A,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,,,9-12 years old,,,3,1,Another state or country (please specify),Cincinnati OH
106,2018-06-02 14:20:25,May.June,More than 90 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Golf and basketball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,,,,1,1,"Marion County, Indiana",0
107,2018-06-02 14:17:11,May.June,30 to 60 minutes,Not sure,No,"Social media (Twitter, Facebook, Instagram)",No,Our website,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",Golfing,N/A,N/A,N/A,N/A,No,Yesterday,N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
108,2018-06-02 14:10:35,May.June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,No,Tree house,N/A,N/A,N/A,N/A,No,Today (online),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
109,2018-06-02 14:08:17,May.June,30 to 60 minutes,No,Family/Friends,No,Advertising at the museum,Our website,No,No,No,No,No,No,N/A,N/A,No,Soccer,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,0-2 years old,3-5 years old,,,,,1,1,"Marion County, Indiana",0
110,2018-06-02 14:04:03,May.June,More than 90 minutes,No,Family/Friends,No,Advertising at the museum,No,"A story in the media (TV, Digital Article, Radio)",No,Billboards around town,No,No,No,N/A,N/A,No,Tennis,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
111,2018-06-02 13:59:59,May.June,Less than 30 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Tree house,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,,,,3,1,"Marion County, Indiana",0
112,2018-06-02 13:58:26,May.June,60 to 90 minutes,No,No,No,No,No,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,No,N/A,N/A,"Yes, the main reason",I wanted all 6 kids to get a hands on sports experience,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,5,0-2 years old,,6-8 years old,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
113,2018-06-02 13:53:35,May.June,60 to 90 minutes,Yes,No,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",TV commercial,Billboards around town,No,No,Partially,N/A,N/A,"Yes, the main reason","Play the sports, especially basketball. Tree house ",N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,0-2 years old,3-5 years old,6-8 years old,,,,3,1,"Marion County, Indiana",0
114,2018-06-02 13:50:49,May.June,60 to 90 minutes,Yes,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",All the sports for the kids,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,,,2,0,"Marion County, Indiana",0
115,2018-06-02 13:43:33,May.June,60 to 90 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Hockey. Tennis. ,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
116,2018-06-02 13:41:44,May.June,Less than 30 minutes,Not sure,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,No,,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,,3-5 years old,,,13-18 years old,,3,1,"Indiana, but not in the Indy metro area",0
117,2018-06-02 13:41:59,May.June,30 to 60 minutes,Yes,No,No,No,No,No,TV commercial,No,No,No,No,N/A,N/A,"Yes, the main reason",,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,,3-5 years old,,,,,1,1,0,0
118,2018-06-02 13:37:34,May.June,60 to 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,Baseball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
119,2018-06-02 13:33:31,May.June,More than 90 minutes,Not sure,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Mini golf,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,Another state or country (please specify),Virginia
120,2018-06-02 13:33:38,May.June,More than 90 minutes,Not sure,Family/Friends,No,Advertising at the museum,Our website,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",Golf,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,Another state or country (please specify),Ohio
121,2018-06-02 13:31:33,May.June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,Tennis,N/A,N/A,N/A,N/A,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,Another state or country (please specify),Missouri
122,2018-06-02 13:28:12,May.June,More than 90 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,No,The whole museum ,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0-2 years old,,,,,,1,1,Another state or country (please specify),Kansas
123,2018-06-02 13:29:27,May.June,Less than 30 minutes,Yes,No,No,Advertising at the museum,Our website,No,No,No,No,No,Yes,N/A,N/A,No,,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0-2 years old,,,,,,1,1,Another state or country (please specify),Kansas
124,2018-06-02 13:23:40,May.June,30 to 60 minutes,Yes,No,No,No,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Partially,N/A,N/A,No,Visit all the sports areas,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,,3-5 years old,6-8 years old,9-12 years old,13-18 years old,,3,1,Another state or country (please specify),Illinois 
125,2018-06-02 13:19:02,May.June,60 to 90 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",Tree house,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
126,2018-06-02 13:17:10,May.June,30 to 60 minutes,Yes,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",TV commercial,Billboards around town,Online advertisement,No,Partially,N/A,N/A,No,Climb the tree and get the kids outside,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
127,2018-06-01 14:49:39,May.June,30 to 60 minutes,,No,"Social media (Twitter, Facebook, Instagram)",No,Our website,No,TV commercial,No,No,No,Partially,N/A,N/A,No,Basketb,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,0-2 years old,,6-8 years old,9-12 years old,,,3,1,"Marion County, Indiana",0
128,2018-06-01 14:48:08,May.June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,Member emails,No,N/A,N/A,"Yes, the main reason",Treehouse,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
129,2018-06-01 14:44:26,May.June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,No,Racing,N/A,N/A,N/A,N/A,I am a former member,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,9-12 years old,,,3,1,Another state or country (please specify),Co
130,2018-06-01 14:38:36,May.June,30 to 60 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,No,Mist fountains,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,0,0
131,2018-06-01 14:37:42,May.June,60 to 90 minutes,Not sure,Family/Friends,No,Advertising at the museum,No,No,No,Billboards around town,Online advertisement,No,No,N/A,N/A,"Yes, the main reason",See it! Have fun!,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,,,,,,There are no children in my group.,0,0,"Indiana, but not in the Indy metro area",0
132,2018-06-01 14:34:31,May.June,30 to 60 minutes,No,No,No,No,No,No,TV commercial,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Soccer,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
133,2018-06-01 14:25:18,May.June,Less than 30 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,No,Tree house and cars,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,0-2 years old,3-5 years old,,,,,1,1,"Marion County, Indiana",0
134,2018-06-01 14:25:16,May.June,60 to 90 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",Every thing,N/A,N/A,N/A,N/A,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,Another state or country (please specify),Co
135,2018-06-01 14:19:56,May.June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,Members,Yes,N/A,N/A,"Yes, the main reason",All missed tree house,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
136,2018-06-01 14:16:43,May.June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,No,Treehouse and baseball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
137,2018-06-01 14:16:27,May.June,30 to 60 minutes,Yes,No,No,No,No,No,No,No,No,Email from the museum,No,N/A,N/A,"Yes, the main reason",All of it and check it out for the next time we visit,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,Another state or country (please specify),"Tucson, AZ"
138,2018-06-01 14:14:10,May.June,Less than 30 minutes,No,No,No,No,Our website,No,TV commercial,No,No,No,No,N/A,N/A,No,,N/A,N/A,N/A,N/A,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,Another state or country (please specify),Ohio
139,2018-06-01 14:11:43,May.June,Less than 30 minutes,No,No,"Social media (Twitter, Facebook, Instagram)",No,No,No,TV commercial,No,No,No,No,N/A,N/A,"Yes, the main reason",Basketball and baseball,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,9-12 years old,,,3,1,A county adjacent to Marion County,0
140,2018-06-01 14:09:02,May.June,30 to 60 minutes,No,No,"Social media (Twitter, Facebook, Instagram)",No,No,"A story in the media (TV, Digital Article, Radio)",No,Billboards around town,No,No,No,N/A,N/A,No,All sports,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0-2 years old,,,,,,1,1,"Indiana, but not in the Indy metro area",0
141,2018-06-01 14:07:22,May.June,60 to 90 minutes,Yes,No,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",Treehouse,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,,,,9-12 years old,,,2,0,A county adjacent to Marion County,0
142,2018-06-01 14:03:36,May.June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,"Member, kids in preschool here.",Partially,N/A,N/A,No,The tree,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,,,,,1,1,0,0
143,2018-06-01 14:00:56,May.June,Less than 30 minutes,Yes,Family/Friends,No,No,Our website,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",All of it,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
144,2018-06-01 13:56:32,May.June,30 to 60 minutes,Yes,Family/Friends,No,No,No,No,No,Billboards around town,No,No,No,N/A,N/A,"Yes, the main reason",Play all of the sports,N/A,N/A,N/A,N/A,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,,9-12 years old,13-18 years old,,2,0,"Marion County, Indiana",0
